id,lfc,qval,sig,genus
f67ca86241acdad802e59f57682a63b5,-1.0410552821623091,0.0035624312258586,True,WD2101_soil_group
a6d228fe6f2a67c0a820293a77fa1dd8,-1.0423195472524296,0.0161444413716858,True,SC-I-84
0d41a3c17087febafb26ea6910be6cf3,-1.0520540021252267,2.5402594617532603e-06,True,RBG-13-54-9
145f2904ac90ad256db4bfb703a6666d,-1.076767764303809,0.0108557573859496,True,uncultured
e8101687470e6b18848eef54194e1515,-1.0797541949826184,0.0260789951300465,True,Unknown
550f3cb8beb452709a40f182af151af3,-1.0866471534062874,2.48137832909132e-07,True,mle1-7
e8e7e6d2bedc9056a22206f2173be99c,-1.0886278353628946,4.578825762603372e-07,True,Micropepsis
b3d74392ec4dde543f6ed1fc8e96c546,-1.0965469134697663,0.0201372199959026,True,Unknown
0ad8d532ba8f5dda22d7d80c94ae2a45,-1.1133632567028382,1.4989710419107443e-09,True,uncultured
97ac7480fa2f735798c081989d9f7fc6,-1.1215757351482667,0.0127707737784073,True,Unknown
1975253b4991529a74458b9de7ade5e1,-1.1368353279882095,0.0025119273372804,True,67-14
f7834dc70d5d8c5dfb221b75e150d644,-1.1387009269084951,0.009092381837356,True,Gemmatimonas
d8daa9ba9a87fd270971223ddd66c187,-1.1559110748558394,2.898507444264181e-05,True,Vicinamibacteraceae
e601b94e88ad1e760408aaea8a0823ba,-1.1698387549839202,0.0268673695123079,True,Unknown
8fbb48ce3a6fc69993b3b248ec01bcf4,-1.1826364677504817,2.4624628145317916e-08,True,uncultured
1fecea1ef2bdd3fcaea723e0c5b10af0,-1.1827072240146648,0.0030930260927817,True,Acidothermus
a7791b5fca5a57fd563591d2cd44cf4f,-1.1905847007696266,2.4810939938991345e-11,True,Gemmatimonas
661ae50f9ee3d5465067019260757966,-1.1935072431606568,1.5890269853624735e-08,True,Unknown
df759c62fe8795e20e9bc4b64357d15b,-1.194058623909866,3.878368694267974e-06,True,uncultured
4c800ca7d699c22343838461869a8c02,-1.1981624288306008,4.173723839270961e-12,True,Unknown
16b9236fdd1b3bc5041347f26584013f,-1.2150514024303645,1.963891309354007e-07,True,Subgroup_2
2fe823273e099cfc85a1ff3154ecd35b,-1.2352521589773122,0.0010370740003221,True,Rokubacteriales
a1a3fe4d6bbc7fa3224b60f5f27a7782,-1.249403863140924,0.00019850762822858973,True,Candidatus_Solibacter
3b53c2f9b3db261d6a6f8ce336a5df8e,-1.262633422682375,0.0231355981528543,True,MND1
ee2c74b7217cf85729619fcc7944a485,-1.2663887779196976,0.0005872265409488694,True,Unknown
f3dd6e415b7cad973505923713e378dd,-1.2693769812345308,1.8765509449580758e-07,True,Unknown
90b23b0af1957811f77ca38f4f3037eb,-1.2755549098965004,0.0335566387381403,True,MND1
d5b3a8d7b9374040dfd4c6e40a70dc30,-1.2812387708759814,0.00031078935689084924,True,Gemmatimonas
f3f55ab90ed7ffec97e5995cf97ba357,-1.302805707182538,0.003102063991796,True,OLB14
afa3bc8990b4e05294fc19ce3a41be1c,-1.3055125697132,2.5505746907534643e-08,True,Haliangium
34fc4eeb44bd845299c205baab601b37,-1.3064247791595998,1.8548550159246155e-05,True,uncultured
9c3086c75ddbd5f4a7adab0fc5d92e58,-1.3122664950975138,2.789279453320528e-07,True,Candidatus_Udaeobacter
75cb9bfb6502b49af4e73452bf3008f2,-1.316559118836226,2.564964607927187e-07,True,Unknown
c3bcf91e6841516d90a7bee6f05d6d57,-1.3177421393685091,0.0001486194202869429,True,11-24
84c5d923eb7dedf0096b87ff09d58c8b,-1.3208239831244373,7.440799857692989e-05,True,uncultured
20cc3841c0635fa42d603f7d35033c41,-1.324062718981545,0.0062002071154927,True,JG30-KF-AS9
059eec91e4dbfa156eb6f09f9dae3c29,-1.344769290091692,2.1895283815155493e-05,True,Gemmatimonas
f25c8cecf71e94a4a6016d16e75bdcb2,-1.3582461975517592,3.699219409823732e-05,True,uncultured
558df51d119f453bc8de55ccf7e81ebe,-1.378973798824429,3.850637920010804e-49,True,Unknown
222f12dbaeae674be076c4b289626003,-1.379128340773493,1.5877210059370184e-05,True,Conexibacter
680ca4953e73cba00a7bf5f7d17d2da0,-1.3830458796761436,0.0008163552160070579,True,Unknown
b5916d8b386995040496f55de2fe0e08,-1.397877065453696,0.0003894584268205351,True,Unknown
0ec9b86dca8a64f73f9e19d6eb4e0880,-1.402048165560875,2.795770671322009e-08,True,SC-I-84
0c036653153f848240b7ac6031156596,-1.4128545313244172,7.350349228663698e-10,True,Subgroup_7
a61168d194f0f21e13bc1e05ec24087d,-1.4363012716990653,0.0209463160001394,True,Gemmatimonas
2c276682390d9660051c0d7ca20c26fa,-1.4467827970414775,1.6424736375598322e-23,True,Subgroup_2
38943b7cd686229fffebf2e9dfa80f82,-1.4713200088377918,6.881309894151524e-09,True,Unknown
a4e41788487688728c7f94ec070ac2e3,-1.499740121620731,9.460024254454596e-11,True,Candidatus_Koribacter
80573d011cf12bfd3b347597361ea2ef,-1.504366839903546,1.3164350629680513e-07,True,Unknown
b2364e4d06181063e94c9800fbe3ef80,-1.506380733080641,3.783086727077243e-06,True,Unknown
459a1b0e63156bce86d96ff5034fba37,-1.5093617330657954,6.5407988141797e-10,True,MND1
ae3b40985dacff06d3b4715e4153b3f1,-1.51109589525104,1.79516005373974e-24,True,Acidothermus
057378e0f2f19192dc3892c7ec50fac3,-1.5255358739610436,5.237181996075245e-09,True,Unknown
436525d6557717bddb906dbba900c19a,-1.5416132595180847,8.58259016143031e-05,True,Unknown
18ab2cf36557d2ae0be3d715c726c550,-1.5615008332850908,0.0008507612251056924,True,Candidatus_Solibacter
c5a772624385b5feceffaabcd99f80ef,-1.562247929810325,1.460449825063891e-11,True,Dokdonella
a4aa19a8d2fa012018330ffa0d3d48ca,-1.5631598054398426,1.1937540654321328e-36,True,uncultured
e5f858ab6ebf30a10501440820d17c7f,-1.608648850726957,0.0003804237782503,True,Reyranella
82af8dc3f6f5e4c307595ae2da562b3e,-1.61159918050853,1.8210247379933246e-10,True,uncultured
6a6c0e6b0af8aeb0922a57aa071b43b8,-1.6243710437289902,2.7773676937643956e-10,True,Bacillus
6933bf288a77128569cc7609ef5bb69e,-1.6259477363609856,2.956967369978256e-05,True,MBNT15
62d062aa8bc188e875bbb3aaa88f621a,-1.6389309164044263,8.97187032569464e-23,True,SC-I-84
86cfde545bb8b2d8111be2596baa5ecf,-1.6533609463812309,2.7443689727327493e-18,True,uncultured
ee7442b30399ecf4c9129a9031b4876f,-1.6640118836270783,2.5062067774663135e-11,True,uncultured
7664bbad10154c8cc98b0270221e73ec,-1.6670878791984487,6.872810617864744e-20,True,Gitt-GS-136
72872fb6500a5990b85056558026f84e,-1.6838822570627192,2.0669148122679602e-07,True,Unknown
e470704e5aeee2077e9f054a0c15fe53,-1.6853303201020688,1.0808651105768814e-50,True,uncultured
2ae57ad5c0948ab76a8bfd9a0ac2afb5,-1.6883942351128742,8.764204154456204e-23,True,uncultured
cba778adf4349bbd11a930f4c00963df,-1.6933228053425324,6.915559990984101e-06,True,Nitrolancea
f1ccabe224f870021fb4fe750fa85535,-1.6976996743095103,6.989772850728426e-23,True,Subgroup_13
47969094835d0b965f6a4b30f4bc38f8,-1.7067807327678084,4.003137062833679e-07,True,uncultured
c15112d80ae6f827f5bcf5573613a54e,-1.7102508736103488,8.628133697757902e-10,True,Tumebacillus
81e818ef62f59831a463d49a4ff13425,-1.7145997423107908,1.1581355137535276e-16,True,Dongia
cc0c224e26da2df9407021b0ec385f6e,-1.7151519592551523,2.1484914703410602e-12,True,JG30-KF-AS9
532551e80954611d1596c37d220b332d,-1.7408423384308356,7.63291815953619e-09,True,Unknown
0cf6e4511c69e52d26f53599b272bb43,-1.7424605745193302,1.0522994421768605e-23,True,uncultured
7d6213ee76340670efbd63393312c1b4,-1.744034769019259,1.1983201569763424e-41,True,Ellin6067
d8f130fa63e021f30b2ddddc155f5beb,-1.7447159168764057,3.3308854091380413e-18,True,Rokubacteriales
a2bb8242c4c86e804fb60d8a51f9cbd0,-1.745256549942538,9.258876071276142e-09,True,Unknown
709a8d03c8621490b2a62b922f318c11,-1.752232166980539,1.1091601916814897e-19,True,uncultured
4b1d7de55e5b9c69d97ef5f426e96b66,-1.772336407221487,7.102920083054273e-45,True,uncultured
9665fb3150bdea94c19b6e18c1fda1f4,-1.7920483874994733,0.0005239690295422117,True,TRA3-20
daf8e1c2bbb38ef4466a4cb33fba2e17,-1.7939877318270696,7.870766460224555e-08,True,Unknown
804974df47ee2f218543dbb0f5256475,-1.8049683733612685,1.4983964344797882e-09,True,JG30-KF-AS9
