id,(Intercept),Study_GroupTerrestrial_Soil
Longimicrobiaceae,-0.007909243765708882,0.4398003739405332
Luteimonas,0.05888345906374946,1.0594303857391116
Luteolibacter,0.11195492324065091,-1.0297784460192958
Lysobacter,0.0490742912463421,2.1982272079661707
MB-A2-108,-0.007909243765708724,0.6543586796816325
MBNT15,-0.007909243765708802,2.706805245515735
MND1,-0.00790924376570896,3.064177295383578
Massilia,1.954005374138669,-3.635155291574635
Meiothermus,3.5007355884745466,-5.7046016079265796
Mesorhizobium,5.275801359108084,-3.091644123729318
Methylobacterium-Methylorubrum,5.461619965998931,-7.215505018417938
Micrococcus,0.8229367660788461,-3.02680278553088
Micromonospora,0.10005022789399205,-0.8331524092579248
Micropepsis,-0.007909243765708802,1.1085476446731901
Mizugakiibacter,-0.007909243765708802,3.1801585858137793
Mucilaginibacter,3.6040086201345525,-5.138925852247659
Mycobacterium,3.755048496787918,-0.8802294324163387
NB1-j,-0.007909243765708882,1.5139448376146514
Neochlamydia,-0.007909243765708842,-0.8261860542167747
Nevskia,2.424987088172502,-4.559538389568541
Nitrolancea,-0.007909243765709277,1.926955629386117
Nitrosospira,-0.007909243765708882,1.7612743946460832
Nitrospira,-0.007909243765709277,2.8656201160250445
Nocardia,-0.007909243765708882,1.1414587814420925
Nocardioides,1.3868959800743097,1.7952572596748069
Novosphingobium,5.607357235710686,-7.8112232551627185
OLB14,-0.007909243765708644,2.3855356281410662
OM190,-0.00790924376570896,0.6909215234949162
OM27_clade,-0.007909243765708802,-0.2893863046262808
Obscuribacteraceae,1.8669718646833573,-3.498242845978768
P2-11E,-0.007909243765708802,0.20441075339850423
P3OB-42,-0.007909243765708604,-0.09156682634304358
PAUC26f,-0.007909243765708762,-0.6177310198786483
Paenibacillus,3.088532619763884,-2.177343069781967
Pajaroellobacter,0.9845482230051293,0.4023638904728384
Paludibaculum,0.4081402034762115,-2.612006222928245
Parcubacteria,-0.007909243765708802,-0.6775437172292793
PeM15,-0.00790924376570896,2.7660990937148613
